timestamp,valor_temperatura_exterior,valor_luminosidad_exterior,valor_humedad,valor_pureza_aire,temperatura_aire_acondicionado,luminosidad_encendido_luces,encender_humidificador,encender_purificador
2024-12-11 12:00:00,18.507919755224897,556,70.0,192,23.2,429,0,1
2024-12-11 13:00:00,18.953196617878273,506,70.0,197,21.9,497,0,1
2024-12-11 14:00:00,18.332454762625268,506,68.0,172,23.8,437,0,1
2024-12-11 15:00:00,18.959884239844556,606,58.0,167,20.9,301,0,1
2024-12-11 16:00:00,19.96701637792404,631,60.0,167,23.2,326,0,1
2024-12-11 17:00:00,20.118295008502518,681,55.0,162,20.7,343,0,1
2024-12-11 18:00:00,20.4571614394557,781,55.0,162,24.0,134,0,1
2024-12-12 08:00:00,16.41947369159142,364,59.1,99,20.4,535,0,1
2024-12-12 09:00:00,17.194900935031804,264,49.1,74,20.3,787,0,1
2024-12-12 10:00:00,16.58062674481615,164,54.1,49,22.9,716,0,0
2024-12-12 11:00:00,16.967002015131893,164,56.1,24,21.5,795,0,0
2024-12-12 12:00:00,18.46904584105816,189,51.1,29,23.5,734,0,0
2024-12-12 13:00:00,18.665172680279788,289,46.1,24,22.5,757,0,0
2024-12-12 14:00:00,18.330667491408715,389,56.1,49,23.5,612,0,0
2024-12-12 15:00:00,18.86865674367054,414,61.1,74,23.5,649,0,0
2024-12-12 16:00:00,18.5847005260741,464,59.1,69,20.2,583,0,0
2024-12-12 17:00:00,19.350096338765127,439,54.1,74,21.5,589,0,0
2024-12-12 18:00:00,19.59808484295298,489,44.1,79,21.5,559,0,0
2024-12-13 08:00:00,15.607823489928244,800,70.0,191,21.7,266,0,1
2024-12-13 09:00:00,17.22508872840799,775,65.0,166,21.1,279,0,1
2024-12-13 10:00:00,17.84570011938057,800,63.0,161,22.6,297,0,1
2024-12-13 11:00:00,16.83552530337953,750,70.0,136,22.4,155,0,1
2024-12-13 12:00:00,17.582313332516915,800,70.0,136,20.0,160,0,1
2024-12-13 13:00:00,17.523675627488196,800,60.0,111,21.0,101,0,1
2024-12-13 14:00:00,18.328924843711146,750,60.0,106,23.8,107,0,1
2024-12-13 15:00:00,19.08887767901509,700,60.0,101,23.0,180,0,1
2024-12-13 16:00:00,18.736575007300846,675,50.0,126,21.2,334,0,1
2024-12-13 17:00:00,20.330894410317484,675,55.0,126,21.6,445,0,1
2024-12-13 18:00:00,20.78522142179441,650,65.0,151,23.7,364,0,1
2024-12-14 08:00:00,16.140653814104006,537,45.2,175,22.2,396,0,1
2024-12-14 09:00:00,17.113000849114503,637,50.2,170,22.7,380,0,1
2024-12-14 10:00:00,16.916369436401226,587,48.2,175,20.1,312,0,1
2024-12-14 11:00:00,16.75451791188735,587,38.2,175,20.2,449,0,1
2024-12-14 12:00:00,17.393252242016114,687,36.2,170,21.4,386,0,1
2024-12-14 13:00:00,18.82506077994625,712,46.2,145,23.8,230,0,1
2024-12-14 14:00:00,18.498398377189087,762,44.2,120,20.6,157,0,1
2024-12-14 15:00:00,19.041483547736224,800,54.2,120,24.0,281,0,1
2024-12-14 16:00:00,18.7047681316057,800,49.2,115,21.0,220,0,1
2024-12-14 17:00:00,19.09107818448524,750,51.2,90,21.9,278,0,1
2024-12-14 18:00:00,19.383928621248646,700,49.2,85,23.8,186,0,1
2024-12-15 08:00:00,15.671721196460588,147,66.5,37,22.5,773,0,0
2024-12-15 09:00:00,16.367234200906307,197,68.5,37,22.9,735,0,0
2024-12-15 10:00:00,17.26570332356336,172,70.0,42,21.3,754,0,0
2024-12-15 11:00:00,18.41584816035228,197,68.0,47,23.7,750,0,0
2024-12-15 12:00:00,18.241342664162904,147,68.0,52,21.6,748,0,0
2024-12-15 13:00:00,18.582521157954012,172,58.0,27,22.8,796,0,0
2024-12-15 14:00:00,18.12463122385442,122,53.0,27,22.7,787,0,0
2024-12-15 15:00:00,19.65807570837034,100,55.0,32,20.2,773,0,0
2024-12-15 16:00:00,20.366800758485706,100,53.0,32,21.7,715,0,0
2024-12-15 17:00:00,20.144318963796007,100,55.0,57,20.4,799,0,0
2024-12-15 18:00:00,19.037219856545157,125,60.0,32,23.2,759,0,0
2024-12-16 08:00:00,15.579429903375184,649,41.8,177,21.3,386,0,1
2024-12-16 09:00:00,16.73135286413114,674,36.8,200,21.7,500,0,1
2024-12-16 10:00:00,17.441093831558774,724,34.8,200,20.9,215,1,1
2024-12-16 11:00:00,17.566083557439615,800,30.0,200,23.8,271,1,1
2024-12-16 12:00:00,17.208325541980816,800,30.0,200,23.8,104,1,1
2024-12-16 13:00:00,18.04171797102743,800,30.0,200,22.1,281,1,1
2024-12-16 14:00:00,19.470615292122737,700,30.0,200,20.8,206,1,1
2024-12-16 15:00:00,19.58478182284481,725,32.0,200,22.5,282,1,1
2024-12-16 16:00:00,19.923456189988,700,42.0,195,24.0,140,1,1
2024-12-16 17:00:00,19.361894370648407,700,42.0,195,20.8,294,1,1
2024-12-16 18:00:00,20.42369280494787,800,32.0,170,22.3,259,1,1
2024-12-17 08:00:00,16.401535393188148,362,31.4,93,20.8,549,1,1
2024-12-17 09:00:00,15.753823287043296,412,31.4,98,23.7,643,1,1
2024-12-17 10:00:00,17.48342637131516,362,33.4,98,23.3,579,1,1
2024-12-17 11:00:00,18.235090961722122,462,43.4,103,22.8,509,1,1
2024-12-17 12:00:00,18.27389411420695,512,33.4,98,21.7,318,1,1
2024-12-17 13:00:00,18.4028004353787,462,30.0,103,21.2,594,1,1
2024-12-17 14:00:00,18.21424987199093,412,30.0,128,21.9,590,1,1
2024-12-17 15:00:00,18.583423185195496,362,30.0,123,20.4,683,1,1
2024-12-17 16:00:00,19.27832285760766,312,40.0,118,20.7,610,1,1
2024-12-17 17:00:00,20.15674052327476,412,30.0,143,22.8,682,1,1
2024-12-17 18:00:00,19.853832311025453,437,30.0,138,20.3,636,1,1
2024-12-18 08:00:00,15.474394486379444,611,55.4,76,21.0,407,0,1
2024-12-18 09:00:00,15.770869348605647,636,45.4,101,22.6,325,0,1
2024-12-18 10:00:00,17.186562172982146,536,55.4,106,20.9,394,0,1
2024-12-18 11:00:00,17.90273535990984,586,53.4,81,21.5,362,0,1
2024-12-18 12:00:00,18.0989248448955,611,58.4,106,21.8,443,0,1
2024-12-18 13:00:00,18.066824604182727,611,58.4,106,21.3,495,0,1
2024-12-18 14:00:00,19.62150842588025,711,60.4,131,20.8,166,0,1
2024-12-18 15:00:00,18.133301373403377,611,65.4,156,20.8,354,0,1
2024-12-18 16:00:00,19.230210331379414,636,67.4,161,23.4,340,0,1
2024-12-18 17:00:00,19.765627994045783,611,67.4,161,23.4,395,0,1
2024-12-18 18:00:00,19.746629443141476,611,69.4,136,22.6,474,0,1
2024-12-19 08:00:00,15.746432779508082,411,38.6,93,22.8,535,0,1
2024-12-19 09:00:00,16.965506460069268,461,38.6,93,22.9,564,0,1
2024-12-19 10:00:00,17.010787731418656,486,36.6,68,23.6,647,0,1
2024-12-19 11:00:00,17.786191928915837,436,36.6,93,23.2,537,0,1
2024-12-19 12:00:00,18.85146216816344,536,31.6,118,20.4,365,1,1
2024-12-19 13:00:00,19.24266240829342,436,36.6,118,21.7,648,1,1
2024-12-19 14:00:00,19.546385099742164,536,30.0,93,23.1,340,1,1
2024-12-19 15:00:00,19.290571740839823,561,32.0,98,20.5,423,1,1
2024-12-19 16:00:00,20.340167539899877,611,37.0,103,21.7,380,1,1
2024-12-19 17:00:00,20.023513707071547,636,30.0,98,20.6,382,1,1
2024-12-19 18:00:00,19.59322702031797,536,30.0,93,20.7,413,1,1
2024-12-20 08:00:00,15.995519265771609,495,34.2,79,21.2,586,1,1
2024-12-20 09:00:00,16.314508066823343,495,30.0,54,23.3,568,1,1
2024-12-20 10:00:00,17.022054418505494,395,30.0,59,23.4,532,1,1
2024-12-20 11:00:00,17.50242608459333,370,30.0,59,20.0,654,1,1
2024-12-20 12:00:00,18.156716428258196,470,35.0,84,20.5,600,1,1
2024-12-20 13:00:00,18.56259480631508,470,35.0,84,20.1,600,1,1
2024-12-20 14:00:00,19.31055896021261,520,40.0,59,21.5,330,1,1
2024-12-20 15:00:00,19.05200175763,545,38.0,34,21.1,407,1,0
2024-12-20 16:00:00,19.6445996636873,645,43.0,20,22.8,433,1,0
2024-12-20 17:00:00,19.569852299777672,545,45.0,20,21.1,377,1,0
2024-12-20 18:00:00,20.497655512881735,595,40.0,20,23.4,435,1,0
2024-12-21 08:00:00,15.003755892297766,140,69.2,141,24.0,772,0,1
2024-12-21 09:00:00,16.54124628685125,100,70.0,116,20.4,706,0,1
2024-12-21 10:00:00,17.23950710060145,100,70.0,91,21.1,706,0,1
2024-12-21 11:00:00,17.71482004873475,125,70.0,96,22.6,788,0,1
2024-12-21 12:00:00,18.03049805426913,100,70.0,121,20.8,739,0,1
2024-12-21 13:00:00,18.452695645955796,100,70.0,96,21.5,714,0,1
2024-12-21 14:00:00,18.514218015981328,100,70.0,71,23.3,761,0,1
2024-12-21 15:00:00,18.111747022733038,200,60.0,46,23.7,793,0,0
2024-12-21 16:00:00,19.55275123623548,200,70.0,41,23.5,726,0,0
2024-12-21 17:00:00,19.217945112604273,150,70.0,20,23.1,751,0,0
2024-12-21 18:00:00,20.590354730945997,200,68.0,25,20.9,719,0,0
2024-12-22 08:00:00,16.43306479784192,100,53.6,50,21.6,780,0,0
2024-12-22 09:00:00,16.745905737801134,125,63.6,75,21.2,733,0,0
2024-12-22 10:00:00,16.212583461772844,100,70.0,80,21.5,747,0,0
2024-12-22 11:00:00,18.143065114399995,100,70.0,85,20.7,752,0,0
2024-12-22 12:00:00,17.563224450098,100,70.0,85,23.8,761,0,0
2024-12-22 13:00:00,17.515052881434805,100,65.0,85,20.9,745,0,0
2024-12-22 14:00:00,19.074887685723905,150,70.0,60,22.9,703,0,0
2024-12-22 15:00:00,19.552756763346512,100,60.0,55,23.3,734,0,0
2024-12-22 16:00:00,19.070708036357377,100,50.0,50,24.0,772,0,0
2024-12-22 17:00:00,19.304374162370923,100,48.0,25,20.6,750,0,0
2024-12-22 18:00:00,20.03478929636918,100,43.0,20,23.5,726,0,0
2024-12-23 08:00:00,15.038729345023809,523,47.5,43,23.3,316,0,0
2024-12-23 09:00:00,16.411709322749616,573,52.5,68,21.8,459,0,0
2024-12-23 10:00:00,16.71165507573529,598,50.5,63,22.8,485,0,0
2024-12-23 11:00:00,17.9755638723115,498,60.5,68,22.7,554,0,0
2024-12-23 12:00:00,17.940006185344092,598,58.5,43,21.9,328,0,0
2024-12-23 13:00:00,18.0926724381338,623,56.5,43,23.1,355,0,0
2024-12-23 14:00:00,19.341792926076064,598,58.5,20,23.8,442,0,0
2024-12-23 15:00:00,18.834616042286985,698,48.5,45,20.8,450,0,0
2024-12-23 16:00:00,19.424452723050056,748,38.5,70,21.0,204,0,0
2024-12-23 17:00:00,20.189573601120617,773,48.5,45,20.3,223,0,0
2024-12-23 18:00:00,20.392001264807426,673,43.5,40,21.6,455,0,0
2024-12-24 08:00:00,16.950736527189978,671,70.0,72,22.4,392,0,0
2024-12-24 09:00:00,16.491753575716253,721,70.0,97,22.3,230,0,0
2024-12-24 10:00:00,17.620987177235595,800,70.0,92,22.8,275,0,0
2024-12-24 11:00:00,17.285421738416357,750,68.0,67,23.3,203,0,0
2024-12-24 12:00:00,18.200928415707605,800,68.0,92,21.6,129,0,0
2024-12-24 13:00:00,19.019873121331656,800,68.0,92,23.3,245,0,0
2024-12-24 14:00:00,17.920601756706752,800,70.0,87,22.9,178,0,0
2024-12-24 15:00:00,19.976748073455607,800,70.0,82,21.3,175,0,0
2024-12-24 16:00:00,19.260292239604052,800,70.0,82,23.1,207,0,0
2024-12-24 17:00:00,20.28854224053395,800,60.0,57,22.7,229,0,0
2024-12-24 18:00:00,20.481319933929367,700,62.0,57,22.6,163,0,0
2024-12-25 08:00:00,15.62563808670492,614,55.3,86,21.0,397,0,0
2024-12-25 09:00:00,16.365449453897877,714,65.3,91,20.7,123,0,0
2024-12-25 10:00:00,16.893002850640027,739,55.3,116,22.3,134,0,1
2024-12-25 11:00:00,18.10777127083663,639,50.3,91,22.2,352,0,1
2024-12-25 12:00:00,18.118460565440074,739,45.3,66,22.9,130,0,1
2024-12-25 13:00:00,18.59201696938684,764,45.3,91,23.9,151,0,1
2024-12-25 14:00:00,18.337193035252056,800,45.3,66,21.3,250,0,1
2024-12-25 15:00:00,18.968130039155405,800,50.3,41,21.4,108,0,0
2024-12-25 16:00:00,18.772101927588608,775,50.3,41,20.4,204,0,0
2024-12-25 17:00:00,20.077935566005316,775,55.3,66,22.5,204,0,0
2024-12-25 18:00:00,20.135944439002678,800,57.3,61,20.9,195,0,0
2024-12-26 08:00:00,15.583894478103668,158,66.5,98,23.8,718,0,0
2024-12-26 09:00:00,17.4694989859728,208,68.5,123,23.7,718,0,1
2024-12-26 10:00:00,17.235837208184225,158,70.0,98,20.4,749,0,1
2024-12-26 11:00:00,17.60944596776474,133,70.0,98,21.5,718,0,1
2024-12-26 12:00:00,18.558474249725776,233,70.0,73,20.4,719,0,1
2024-12-26 13:00:00,19.2152399575754,133,68.0,73,21.9,775,0,1
2024-12-26 14:00:00,18.63987050219467,158,70.0,73,21.1,800,0,1
2024-12-26 15:00:00,19.364426026492712,258,70.0,78,23.7,711,0,1
2024-12-26 16:00:00,19.22504675356005,233,70.0,83,21.5,723,0,1
2024-12-26 17:00:00,19.24029918655207,258,60.0,58,20.7,753,0,1
2024-12-26 18:00:00,19.986699313854274,208,70.0,83,23.0,795,0,1
2024-12-27 08:00:00,16.51181382579218,800,43.8,95,23.9,266,0,1
2024-12-27 09:00:00,16.649188732720653,800,48.8,70,24.0,268,0,1
2024-12-27 10:00:00,16.59200921421345,750,50.8,75,20.9,237,0,1
2024-12-27 11:00:00,17.6815154990917,750,52.8,75,23.7,240,0,1
2024-12-27 12:00:00,18.6456849332079,775,62.8,70,21.7,103,0,1
2024-12-27 13:00:00,18.63043146874559,800,64.8,95,23.9,140,0,1
2024-12-27 14:00:00,18.926568693750333,800,69.8,90,23.2,133,0,1
2024-12-27 15:00:00,18.440157281766812,750,67.8,115,21.0,180,0,1
2024-12-27 16:00:00,20.075149242352843,750,67.8,120,20.9,104,0,1
2024-12-27 17:00:00,20.299373351648978,750,67.8,95,20.6,266,0,1
2024-12-27 18:00:00,19.665408225232053,725,70.0,95,23.9,147,0,1
2024-12-28 08:00:00,16.393778860789034,646,36.7,135,23.6,496,0,1
2024-12-28 09:00:00,16.606085489523554,621,41.7,135,20.5,466,0,1
2024-12-28 10:00:00,16.23687101748432,671,41.7,160,21.5,347,0,1
2024-12-28 11:00:00,17.98281997547026,671,46.7,135,21.7,406,0,1
2024-12-28 12:00:00,17.417707063695037,646,36.7,130,22.3,397,0,1
2024-12-28 13:00:00,18.099475469283867,746,38.7,135,20.3,162,0,1
2024-12-28 14:00:00,18.478237071319487,646,36.7,130,23.8,320,0,1
2024-12-28 15:00:00,19.017553103796295,696,34.7,105,22.7,486,1,1
2024-12-28 16:00:00,18.905618608733175,796,36.7,105,21.9,123,1,1
2024-12-28 17:00:00,20.52729190912595,746,36.7,105,22.5,135,1,1
2024-12-28 18:00:00,20.085821780091738,646,46.7,100,21.4,368,0,1
2024-12-29 08:00:00,15.9734272416902,110,70.0,20,23.2,731,0,0
2024-12-29 09:00:00,16.998386744703144,100,70.0,25,21.7,732,0,0
2024-12-29 10:00:00,16.99984570675699,125,70.0,20,20.0,779,0,0
2024-12-29 11:00:00,17.98832213588774,100,70.0,20,23.7,775,0,0
2024-12-29 12:00:00,17.431388392109437,100,68.0,20,22.6,772,0,0
2024-12-29 13:00:00,18.013187330065243,125,66.0,20,20.5,749,0,0
2024-12-29 14:00:00,19.22886240308521,150,70.0,20,20.8,785,0,0
2024-12-29 15:00:00,18.97059965340905,150,68.0,25,21.3,775,0,0
2024-12-29 16:00:00,20.25359206752379,250,70.0,50,23.0,702,0,0
2024-12-29 17:00:00,19.200646563146123,225,60.0,75,23.8,760,0,0
2024-12-29 18:00:00,20.47994746488606,200,60.0,70,23.4,747,0,0
2024-12-30 08:00:00,16.492590256530974,652,37.1,20,22.4,448,0,0
2024-12-30 09:00:00,16.575730267982532,627,30.0,20,22.3,375,1,0
2024-12-30 10:00:00,17.780952314287802,727,32.0,20,23.0,148,1,0
2024-12-30 11:00:00,17.47845476538563,677,30.0,20,23.9,353,1,0
2024-12-30 12:00:00,17.231375433964345,777,35.0,20,20.2,154,1,0
2024-12-30 13:00:00,17.93036486279789,800,35.0,25,22.6,211,1,0
2024-12-30 14:00:00,17.930154822122137,800,40.0,20,23.9,135,1,0
2024-12-30 15:00:00,18.847524876341687,800,50.0,20,23.2,227,0,0
2024-12-30 16:00:00,19.09332793787041,700,45.0,20,22.2,289,0,0
2024-12-30 17:00:00,19.24443958563937,600,45.0,20,22.5,404,0,0
2024-12-30 18:00:00,19.177504268467022,500,47.0,20,23.3,494,0,0
2024-12-31 08:00:00,16.224286675728536,153,70.0,119,23.9,701,0,1
2024-12-31 09:00:00,16.392523046620497,203,68.0,94,21.5,704,0,1
2024-12-31 10:00:00,16.21535417564515,103,63.0,89,21.8,730,0,1
2024-12-31 11:00:00,17.542472356050826,153,70.0,84,20.4,745,0,1
2024-12-31 12:00:00,17.95484247367495,128,70.0,109,21.7,782,0,1
2024-12-31 13:00:00,18.789877628188535,100,65.0,134,20.3,720,0,1
2024-12-31 14:00:00,18.898597337935573,125,65.0,134,22.6,727,0,1
2024-12-31 15:00:00,19.163316378063957,125,60.0,129,23.4,797,0,1
2024-12-31 16:00:00,19.58906824122917,225,58.0,104,22.8,779,0,1
2024-12-31 17:00:00,20.090188334937142,325,56.0,99,21.0,569,0,1
2024-12-31 18:00:00,19.556081585300856,300,56.0,104,22.3,643,0,1
2025-01-01 08:00:00,15.78045285613606,484,53.7,88,23.2,507,0,1
2025-01-01 09:00:00,15.947977131513039,584,55.7,93,21.8,492,0,1
2025-01-01 10:00:00,17.42445024435562,484,45.7,88,22.4,596,0,1
2025-01-01 11:00:00,17.343731315596965,459,47.7,83,20.8,560,0,1
2025-01-01 12:00:00,19.15600230914512,459,45.7,83,21.0,611,0,1
2025-01-01 13:00:00,17.687419495977792,359,50.7,78,20.1,570,0,1
2025-01-01 14:00:00,19.266217220420693,309,40.7,83,22.8,581,0,1
2025-01-01 15:00:00,18.970652328001062,309,38.7,108,20.9,663,0,1
2025-01-01 16:00:00,20.0899009934327,359,38.7,83,22.8,687,0,1
2025-01-01 17:00:00,19.868143586253126,459,40.7,88,22.2,681,0,1
2025-01-01 18:00:00,19.929655170172822,359,42.7,113,22.3,606,0,1
2025-01-02 08:00:00,15.58807810856296,704,63.599999999999994,111,22.3,260,0,1
2025-01-02 09:00:00,17.141607997707553,754,68.6,136,22.9,190,0,1
2025-01-02 10:00:00,17.35437082991533,654,58.599999999999994,111,20.2,404,0,1
2025-01-02 11:00:00,18.366501405771988,704,63.599999999999994,116,21.8,245,0,1
2025-01-02 12:00:00,18.60150088490244,800,63.599999999999994,91,21.4,255,0,1
2025-01-02 13:00:00,17.96991874353645,775,68.6,116,23.7,277,0,1
2025-01-02 14:00:00,18.42608740148728,750,70.0,116,20.6,218,0,1
2025-01-02 15:00:00,18.282165036494877,650,60.0,111,23.0,332,0,1
2025-01-02 16:00:00,19.528165273384275,650,65.0,111,22.4,460,0,1
2025-01-02 17:00:00,19.42186033566904,625,70.0,111,22.3,355,0,1
2025-01-02 18:00:00,20.596485190787636,675,70.0,86,21.5,482,0,1
2025-01-03 08:00:00,16.868573716027637,385,67.6,68,22.9,545,0,1
2025-01-03 09:00:00,16.60916777953653,485,65.6,93,20.0,677,0,1
2025-01-03 10:00:00,16.027349302550874,510,67.6,98,21.6,447,0,1
2025-01-03 11:00:00,17.085855887244694,485,69.6,123,21.9,576,0,1
2025-01-03 12:00:00,18.382202662611647,385,69.6,123,20.3,604,0,1
2025-01-03 13:00:00,18.570447904948207,285,70.0,123,23.1,752,0,1
2025-01-03 14:00:00,19.323479326508465,285,60.0,148,22.2,734,0,1
2025-01-03 15:00:00,19.25115240498645,285,62.0,153,21.4,762,0,1
2025-01-03 16:00:00,19.3469981502557,285,52.0,178,22.0,735,0,1
2025-01-03 17:00:00,19.022891776564972,260,42.0,178,21.3,750,0,1
2025-01-03 18:00:00,20.2168221110748,310,47.0,173,22.8,625,0,1
2025-01-04 08:00:00,15.162898530431011,106,68.4,28,21.3,710,0,0
2025-01-04 09:00:00,16.578951795745464,100,63.400000000000006,20,22.1,796,0,0
2025-01-04 10:00:00,16.694887872585618,100,70.0,20,22.1,761,0,0
2025-01-04 11:00:00,17.248976397670102,125,70.0,20,23.6,718,0,0
2025-01-04 12:00:00,17.215411678605967,125,70.0,25,21.4,712,0,0
2025-01-04 13:00:00,18.58315960378858,150,70.0,30,21.6,753,0,0
2025-01-04 14:00:00,18.252051134698505,100,65.0,35,22.0,702,0,0
2025-01-04 15:00:00,18.119751736775775,100,67.0,60,20.8,716,0,0
2025-01-04 16:00:00,19.173575145369025,100,70.0,55,23.1,733,0,0
2025-01-04 17:00:00,20.52797270888294,100,70.0,50,24.0,740,0,0
2025-01-04 18:00:00,20.894220724299515,150,68.0,50,21.7,731,0,0
2025-01-05 08:00:00,16.03315454435237,503,55.1,171,21.4,418,0,1
2025-01-05 09:00:00,16.680803140083544,478,55.1,166,21.0,601,0,1
2025-01-05 10:00:00,17.47844136326047,578,60.1,161,21.3,368,0,1
2025-01-05 11:00:00,17.202891477136838,628,70.0,136,20.1,379,0,1
2025-01-05 12:00:00,17.98147417829509,628,60.0,141,20.2,487,0,1
2025-01-05 13:00:00,19.09988277828546,578,58.0,136,23.3,411,0,1
2025-01-05 14:00:00,19.19846762644276,628,68.0,111,22.6,451,0,1
2025-01-05 15:00:00,19.580533939042386,728,63.0,106,20.4,181,0,1
2025-01-05 16:00:00,18.910342786714146,628,58.0,106,20.6,336,0,1
2025-01-05 17:00:00,19.356018066747385,653,58.0,111,22.2,368,0,1
2025-01-05 18:00:00,19.89677799360722,753,53.0,86,23.1,196,0,1
2025-01-06 08:00:00,16.92197735947385,589,60.8,131,20.3,475,0,1
2025-01-06 09:00:00,16.930932459260656,689,62.8,126,20.1,349,0,1
2025-01-06 10:00:00,16.238969212412147,789,62.8,126,22.1,122,0,1
2025-01-06 11:00:00,18.193182499563342,764,62.8,131,22.2,211,0,1
2025-01-06 12:00:00,18.369323590703075,664,64.8,106,20.7,405,0,1
2025-01-06 13:00:00,18.56153462827928,564,69.8,131,20.6,450,0,1
2025-01-06 14:00:00,19.372869515577122,664,67.8,136,23.0,339,0,1
2025-01-06 15:00:00,18.462198497292466,664,67.8,111,22.3,392,0,1
2025-01-06 16:00:00,19.74994156002999,564,70.0,136,23.6,359,0,1
2025-01-06 17:00:00,20.285328865137565,564,65.0,141,24.0,390,0,1
2025-01-06 18:00:00,19.899451221308105,664,63.0,146,23.8,357,0,1
2025-01-07 08:00:00,15.284115395842598,292,45.6,144,23.3,722,0,1
2025-01-07 09:00:00,16.49091382472121,342,40.6,169,20.2,555,0,1
2025-01-07 10:00:00,17.502882631140167,367,35.6,169,20.1,508,0,1
2025-01-07 11:00:00,17.122647424593232,267,37.6,144,23.9,761,0,1
2025-01-07 12:00:00,18.098092326472663,292,47.6,139,21.7,778,0,1
2025-01-07 13:00:00,18.138239367579086,292,47.6,164,23.2,771,0,1
2025-01-07 14:00:00,19.045612928826802,242,42.6,169,22.9,785,0,1
2025-01-07 15:00:00,19.471981741193304,267,40.6,194,21.9,718,0,1
2025-01-07 16:00:00,19.581396349753714,217,35.6,199,22.6,724,0,1
2025-01-07 17:00:00,19.946514661567182,267,30.6,194,23.0,756,1,1
2025-01-07 18:00:00,20.446787436318704,367,35.6,194,23.2,562,1,1
2025-01-08 08:00:00,16.549099623882043,738,44.5,93,23.4,206,1,1
2025-01-08 09:00:00,15.924557821725326,713,49.5,118,21.6,108,0,1
2025-01-08 10:00:00,16.699918014407185,613,44.5,143,21.4,321,0,1
2025-01-08 11:00:00,16.695091345028537,663,49.5,138,20.6,468,0,1
2025-01-08 12:00:00,17.429976597858236,688,47.5,133,23.6,334,0,1
2025-01-08 13:00:00,17.511693377553684,788,42.5,158,23.1,151,0,1
2025-01-08 14:00:00,19.180799838429504,688,52.5,133,21.6,309,0,1
2025-01-08 15:00:00,19.044773941741454,688,50.5,108,21.3,343,0,1
2025-01-08 16:00:00,19.785281337704454,588,60.5,83,21.1,417,0,1
2025-01-08 17:00:00,19.391042728837018,588,60.5,78,22.4,350,0,1
2025-01-08 18:00:00,20.66651834443233,588,60.5,83,20.2,380,0,1
2025-01-09 08:00:00,15.59650592308472,685,65.4,112,22.1,399,0,1
2025-01-09 09:00:00,17.13758778709562,735,63.400000000000006,112,22.6,272,0,1
2025-01-09 10:00:00,17.224628995236856,710,63.400000000000006,87,21.7,129,0,1
2025-01-09 11:00:00,17.068056286250478,735,65.4,87,20.6,299,0,1
2025-01-09 12:00:00,17.61332126144948,800,63.400000000000006,82,23.0,280,0,1
2025-01-09 13:00:00,18.82837609197443,800,53.400000000000006,57,23.9,300,0,1
2025-01-09 14:00:00,19.13422595892378,750,43.400000000000006,57,22.6,228,0,1
2025-01-09 15:00:00,19.540949455696182,800,48.400000000000006,57,21.6,158,0,1
2025-01-09 16:00:00,18.788850648094833,800,53.400000000000006,52,24.0,115,0,1
2025-01-09 17:00:00,19.592489930317583,800,43.400000000000006,77,22.5,160,0,1
2025-01-09 18:00:00,20.076599485445247,750,43.400000000000006,72,21.7,291,0,1
2025-01-10 08:00:00,15.858555018444472,205,67.0,178,20.3,713,0,1
2025-01-10 09:00:00,16.832026544034836,305,57.0,178,22.4,514,0,1
2025-01-10 10:00:00,16.57651598167757,330,52.0,183,20.8,585,0,1
2025-01-10 11:00:00,17.743953463531966,330,54.0,178,21.5,540,0,1
2025-01-10 12:00:00,18.30260949819947,305,49.0,183,21.3,595,0,1
2025-01-10 13:00:00,17.681961477697193,355,39.0,178,20.4,503,0,1
2025-01-10 14:00:00,19.675065322584388,305,49.0,178,20.1,685,0,1
2025-01-10 15:00:00,18.772076011670087,330,59.0,173,21.4,569,0,1
2025-01-10 16:00:00,19.13093757239098,305,54.0,168,21.6,659,0,1
2025-01-10 17:00:00,19.82048454826453,255,56.0,193,21.7,742,0,1
2025-01-10 18:00:00,19.261039453826836,255,66.0,198,21.0,716,0,1
2025-01-11 08:00:00,16.00939900256361,800,70.0,146,21.4,216,0,1
2025-01-11 09:00:00,15.585798924740946,800,70.0,121,23.4,167,0,1
2025-01-11 10:00:00,17.541746022289804,700,68.0,116,21.3,171,0,1
2025-01-11 11:00:00,17.19669873189408,750,70.0,116,21.5,123,0,1
2025-01-11 12:00:00,18.105456236458664,800,68.0,111,20.6,191,0,1
2025-01-11 13:00:00,19.02782705764491,800,70.0,106,22.9,173,0,1
2025-01-11 14:00:00,19.350581727216813,800,70.0,111,22.8,195,0,1
2025-01-11 15:00:00,18.813597953246248,800,70.0,136,20.3,139,0,1
2025-01-11 16:00:00,18.54428838075218,775,60.0,141,22.3,189,0,1
2025-01-11 17:00:00,19.717601081822863,675,55.0,136,20.9,487,0,1
2025-01-11 18:00:00,19.212665723451273,700,50.0,136,21.8,291,0,1
2025-01-12 08:00:00,15.123336745671383,335,61.2,81,22.3,540,0,1
2025-01-12 09:00:00,15.764077678981433,285,70.0,81,21.6,797,0,1
2025-01-12 10:00:00,16.93052993553615,285,70.0,56,23.6,726,0,1
2025-01-12 11:00:00,17.147191439161926,335,70.0,51,23.0,646,0,1
2025-01-12 12:00:00,19.112464194597244,385,65.0,26,21.7,548,0,0
2025-01-12 13:00:00,18.5964288048527,410,55.0,26,21.6,543,0,0
2025-01-12 14:00:00,18.893311329891567,460,53.0,20,23.4,615,0,0
